# L um,San 8K ,L um,San 20K ,L um,san carlos 50K,L um,san carlos 100K,L um,san carlos 200K mir&fir,L um,san 292K
3.18366E+00,1.27613E+02,3.23127E+00,1.78746E+02,3.18366E+00,1.78666E+02,3.18366E+00,1.96467E+02
3.18341E+00,1.28270E+02,3.23102E+00,1.77316E+02,3.18341E+00,1.80620E+02,3.18341E+00,1.98240E+02
3.18317E+00,1.27846E+02,3.23077E+00,1.77272E+02,3.18317E+00,1.81311E+02,3.18317E+00,1.98078E+02
3.18292E+00,1.27088E+02,3.23052E+00,1.78298E+02,3.18292E+00,1.80978E+02,3.18292E+00,1.97740E+02
3.18268E+00,1.27155E+02,3.23026E+00,1.79529E+02,3.18268E+00,1.79737E+02,3.18268E+00,1.98745E+02
3.18244E+00,1.29468E+02,3.23001E+00,1.79214E+02,3.18244E+00,1.80338E+02,3.18244E+00,1.98989E+02
3.18219E+00,1.30636E+02,3.22976E+00,1.78562E+02,3.18219E+00,1.80554E+02,3.18219E+00,1.98765E+02
3.18195E+00,1.30693E+02,3.22951E+00,1.78077E+02,3.18195E+00,1.80768E+02,3.18195E+00,1.98591E+02
3.18170E+00,1.31596E+02,3.22926E+00,1.79505E+02,3.18170E+00,1.81371E+02,3.18170E+00,1.99887E+02
3.18146E+00,1.31326E+02,3.22901E+00,1.78996E+02,3.18146E+00,1.83352E+02,3.18146E+00,2.00911E+02
3.18122E+00,1.30790E+02,3.22876E+00,1.78990E+02,3.18122E+00,1.84678E+02,3.18122E+00,2.00970E+02
3.18097E+00,1.31380E+02,3.22850E+00,1.79402E+02,3.18097E+00,1.84366E+02,3.18097E+00,2.01910E+02
3.18073E+00,1.31546E+02,3.22825E+00,1.76654E+02,3.18073E+00,1.83045E+02,3.18073E+00,2.02164E+02
3.18048E+00,1.31686E+02,3.22800E+00,1.73703E+02,3.18048E+00,1.82630E+02,3.18048E+00,2.02726E+02
3.18024E+00,1.32481E+02,3.22775E+00,1.73209E+02,3.18024E+00,1.83153E+02,3.18024E+00,2.02014E+02
3.18000E+00,1.32702E+02,3.22750E+00,1.74715E+02,3.18000E+00,1.83699E+02,3.18000E+00,2.01452E+02
3.17975E+00,1.34027E+02,3.22725E+00,1.76456E+02,3.17975E+00,1.83739E+02,3.17975E+00,2.01881E+02
3.17951E+00,1.34782E+02,3.22700E+00,1.77226E+02,3.17951E+00,1.84468E+02,3.17951E+00,2.02271E+02
3.17927E+00,1.34844E+02,3.22675E+00,1.77334E+02,3.17927E+00,1.85972E+02,3.17927E+00,2.02962E+02
3.17902E+00,1.34790E+02,3.22650E+00,1.75915E+02,3.17902E+00,1.85982E+02,3.17902E+00,2.04129E+02
3.17878E+00,1.35507E+02,3.22624E+00,1.74803E+02,3.17878E+00,1.85431E+02,3.17878E+00,2.04808E+02
3.17853E+00,1.37398E+02,3.22599E+00,1.75882E+02,3.17853E+00,1.86575E+02,3.17853E+00,2.04396E+02
3.17829E+00,1.36898E+02,3.22574E+00,1.76460E+02,3.17829E+00,1.87022E+02,3.17829E+00,2.04593E+02
3.17805E+00,1.36195E+02,3.22549E+00,1.74632E+02,3.17805E+00,1.88038E+02,3.17805E+00,2.05564E+02
3.17780E+00,1.37502E+02,3.22524E+00,1.75439E+02,3.17780E+00,1.89155E+02,3.17780E+00,2.05593E+02
3.17756E+00,1.36700E+02,3.22499E+00,1.76939E+02,3.17756E+00,1.88992E+02,3.17756E+00,2.06888E+02
3.17732E+00,1.36776E+02,3.22474E+00,1.76231E+02,3.17732E+00,1.88145E+02,3.17732E+00,2.08093E+02
3.17707E+00,1.37853E+02,3.22449E+00,1.75733E+02,3.17707E+00,1.87683E+02,3.17707E+00,2.07765E+02
3.17683E+00,1.38139E+02,3.22424E+00,1.74770E+02,3.17683E+00,1.89091E+02,3.17683E+00,2.08684E+02
3.17659E+00,1.39281E+02,3.22399E+00,1.74632E+02,3.17659E+00,1.90580E+02,3.17659E+00,2.09874E+02
3.17634E+00,1.40825E+02,3.22374E+00,1.75685E+02,3.17634E+00,1.91983E+02,3.17634E+00,2.10702E+02
3.17610E+00,1.41364E+02,3.22349E+00,1.75912E+02,3.17610E+00,1.92874E+02,3.17610E+00,2.08498E+02
3.17586E+00,1.41582E+02,3.22324E+00,1.75001E+02,3.17586E+00,1.92101E+02,3.17586E+00,2.08221E+02
3.17561E+00,1.41270E+02,3.22299E+00,1.73963E+02,3.17561E+00,1.91074E+02,3.17561E+00,2.10588E+02
3.17537E+00,1.41488E+02,3.22274E+00,1.73749E+02,3.17537E+00,1.92157E+02,3.17537E+00,2.11576E+02
3.17513E+00,1.41776E+02,3.22249E+00,1.74967E+02,3.17513E+00,1.93463E+02,3.17513E+00,2.10675E+02
3.17489E+00,1.41131E+02,3.22223E+00,1.75241E+02,3.17489E+00,1.94687E+02,3.17489E+00,2.10780E+02
3.17464E+00,1.41381E+02,3.22198E+00,1.75542E+02,3.17464E+00,1.95866E+02,3.17464E+00,2.11477E+02
3.17440E+00,1.42298E+02,3.22173E+00,1.74670E+02,3.17440E+00,1.94884E+02,3.17440E+00,2.12151E+02
3.17416E+00,1.44090E+02,3.22148E+00,1.73100E+02,3.17416E+00,1.93671E+02,3.17416E+00,2.13690E+02
3.17391E+00,1.45553E+02,3.22123E+00,1.71828E+02,3.17391E+00,1.94122E+02,3.17391E+00,2.14189E+02
3.17367E+00,1.45738E+02,3.22098E+00,1.70903E+02,3.17367E+00,1.95562E+02,3.17367E+00,2.13564E+02
3.17343E+00,1.45408E+02,3.22073E+00,1.72726E+02,3.17343E+00,1.96139E+02,3.17343E+00,2.15593E+02
3.17319E+00,1.44821E+02,3.22048E+00,1.73443E+02,3.17319E+00,1.95996E+02,3.17319E+00,2.15241E+02
3.17294E+00,1.45563E+02,3.22023E+00,1.71682E+02,3.17294E+00,1.95617E+02,3.17294E+00,2.13718E+02
3.17270E+00,1.45731E+02,3.21998E+00,1.70906E+02,3.17270E+00,1.95438E+02,3.17270E+00,2.14619E+02
3.17246E+00,1.44324E+02,3.21973E+00,1.70633E+02,3.17246E+00,1.96363E+02,3.17246E+00,2.15415E+02
3.17221E+00,1.45536E+02,3.21948E+00,1.70819E+02,3.17221E+00,1.99604E+02,3.17221E+00,2.15355E+02
3.17197E+00,1.47970E+02,3.21923E+00,1.70055E+02,3.17197E+00,2.02025E+02,3.17197E+00,2.15467E+02
3.17173E+00,1.48434E+02,3.21898E+00,1.70147E+02,3.17173E+00,2.01105E+02,3.17173E+00,2.15067E+02
3.17149E+00,1.47781E+02,3.21873E+00,1.68716E+02,3.17149E+00,2.01344E+02,3.17149E+00,2.15261E+02
3.17124E+00,1.48182E+02,3.21848E+00,1.67374E+02,3.17124E+00,2.01401E+02,3.17124E+00,2.16487E+02
3.17100E+00,1.48750E+02,3.21824E+00,1.67949E+02,3.17100E+00,2.00456E+02,3.17100E+00,2.18956E+02
3.17076E+00,1.49219E+02,3.21799E+00,1.68959E+02,3.17076E+00,2.00833E+02,3.17076E+00,2.19997E+02
3.17052E+00,1.50964E+02,3.21774E+00,1.69100E+02,3.17052E+00,2.00962E+02,3.17052E+00,2.18673E+02
3.17028E+00,1.50757E+02,3.21749E+00,1.68291E+02,3.17028E+00,2.00788E+02,3.17028E+00,2.19015E+02
3.17003E+00,1.51047E+02,3.21724E+00,1.66110E+02,3.17003E+00,2.00786E+02,3.17003E+00,2.20191E+02
3.16979E+00,1.52452E+02,3.21699E+00,1.65608E+02,3.16979E+00,2.01589E+02,3.16979E+00,2.21274E+02
3.16955E+00,1.51566E+02,3.21674E+00,1.65914E+02,3.16955E+00,2.03004E+02,3.16955E+00,2.21840E+02
3.16931E+00,1.51213E+02,3.21649E+00,1.65961E+02,3.16931E+00,2.02804E+02,3.16931E+00,2.21771E+02
3.16906E+00,1.51768E+02,3.21624E+00,1.64778E+02,3.16906E+00,2.03660E+02,3.16906E+00,2.20032E+02
3.16882E+00,1.53380E+02,3.21599E+00,1.63043E+02,3.16882E+00,2.04451E+02,3.16882E+00,2.19332E+02
3.16858E+00,1.53550E+02,3.21574E+00,1.62883E+02,3.16858E+00,2.06041E+02,3.16858E+00,2.20736E+02
3.16834E+00,1.54170E+02,3.21549E+00,1.61785E+02,3.16834E+00,2.06348E+02,3.16834E+00,2.23092E+02
3.16810E+00,1.55506E+02,3.21524E+00,1.60099E+02,3.16810E+00,2.06468E+02,3.16810E+00,2.22499E+02
3.16785E+00,1.55241E+02,3.21499E+00,1.60315E+02,3.16785E+00,2.07127E+02,3.16785E+00,2.21507E+02
3.16761E+00,1.54847E+02,3.21474E+00,1.59846E+02,3.16761E+00,2.07285E+02,3.16761E+00,2.23332E+02
3.16737E+00,1.55240E+02,3.21449E+00,1.56343E+02,3.16737E+00,2.06855E+02,3.16737E+00,2.24157E+02
3.16713E+00,1.55907E+02,3.21425E+00,1.55295E+02,3.16713E+00,2.08517E+02,3.16713E+00,2.24912E+02
3.16689E+00,1.56545E+02,3.21400E+00,1.57886E+02,3.16689E+00,2.09898E+02,3.16689E+00,2.26047E+02
3.16665E+00,1.58127E+02,3.21375E+00,1.59482E+02,3.16665E+00,2.10406E+02,3.16665E+00,2.24881E+02
3.16640E+00,1.60011E+02,3.21350E+00,1.59829E+02,3.16640E+00,2.10954E+02,3.16640E+00,2.22774E+02
3.16616E+00,1.59841E+02,3.21325E+00,1.58382E+02,3.16616E+00,2.09251E+02,3.16616E+00,2.24859E+02
3.16592E+00,1.60286E+02,3.21300E+00,1.58100E+02,3.16592E+00,2.07977E+02,3.16592E+00,2.27898E+02
3.16568E+00,1.61972E+02,3.21275E+00,1.58861E+02,3.16568E+00,2.09161E+02,3.16568E+00,2.28209E+02
3.16544E+00,1.61413E+02,3.21250E+00,1.60059E+02,3.16544E+00,2.10153E+02,3.16544E+00,2.27912E+02
3.16520E+00,1.61320E+02,3.21225E+00,1.60385E+02,3.16520E+00,2.10126E+02,3.16520E+00,2.28434E+02
3.16495E+00,1.60822E+02,3.21201E+00,1.57792E+02,3.16495E+00,2.11614E+02,3.16495E+00,2.28612E+02
3.16471E+00,1.60347E+02,3.21176E+00,1.59151E+02,3.16471E+00,2.12092E+02,3.16471E+00,2.28335E+02
3.16447E+00,1.61980E+02,3.21151E+00,1.61320E+02,3.16447E+00,2.11543E+02,3.16447E+00,2.27115E+02
3.16423E+00,1.62357E+02,3.21126E+00,1.61918E+02,3.16423E+00,2.11470E+02,3.16423E+00,2.28368E+02
3.16399E+00,1.62993E+02,3.21101E+00,1.62698E+02,3.16399E+00,2.12007E+02,3.16399E+00,2.30153E+02
3.16375E+00,1.63745E+02,3.21076E+00,1.64762E+02,3.16375E+00,2.14149E+02,3.16375E+00,2.29763E+02
3.16351E+00,1.64274E+02,3.21051E+00,1.65265E+02,3.16351E+00,2.15273E+02,3.16351E+00,2.30410E+02
3.16326E+00,1.64455E+02,3.21027E+00,1.64723E+02,3.16326E+00,2.15435E+02,3.16326E+00,2.30423E+02
3.16302E+00,1.66476E+02,3.21002E+00,1.66388E+02,3.16302E+00,2.15068E+02,3.16302E+00,2.33010E+02
3.16278E+00,1.67919E+02,3.20977E+00,1.67659E+02,3.16278E+00,2.13451E+02,3.16278E+00,2.35152E+02
3.16254E+00,1.67051E+02,3.20952E+00,1.66293E+02,3.16254E+00,2.13632E+02,3.16254E+00,2.34388E+02
3.16230E+00,1.65583E+02,3.20927E+00,1.66781E+02,3.16230E+00,2.15055E+02,3.16230E+00,2.34070E+02
3.16206E+00,1.66281E+02,3.20902E+00,1.67483E+02,3.16206E+00,2.16860E+02,3.16206E+00,2.34232E+02
3.16182E+00,1.68198E+02,3.20878E+00,1.67108E+02,3.16182E+00,2.17597E+02,3.16182E+00,2.34227E+02
3.16158E+00,1.68490E+02,3.20853E+00,1.66705E+02,3.16158E+00,2.17624E+02,3.16158E+00,2.33857E+02
3.16134E+00,1.68287E+02,3.20828E+00,1.67105E+02,3.16134E+00,2.19400E+02,3.16134E+00,2.34006E+02
3.16110E+00,1.69091E+02,3.20803E+00,1.68922E+02,3.16110E+00,2.22300E+02,3.16110E+00,2.35086E+02
3.16085E+00,1.70309E+02,3.20778E+00,1.70468E+02,3.16085E+00,2.22615E+02,3.16085E+00,2.36722E+02
3.16061E+00,1.71134E+02,3.20753E+00,1.71487E+02,3.16061E+00,2.20859E+02,3.16061E+00,2.36564E+02
3.16037E+00,1.71284E+02,3.20729E+00,1.71068E+02,3.16037E+00,2.21088E+02,3.16037E+00,2.36571E+02
3.16013E+00,1.71085E+02,3.20704E+00,1.71434E+02,3.16013E+00,2.21850E+02,3.16013E+00,2.37622E+02
3.15989E+00,1.70491E+02,3.20679E+00,1.72457E+02,3.15989E+00,2.21465E+02,3.15989E+00,2.38304E+02
3.15965E+00,1.71380E+02,3.20654E+00,1.72952E+02,3.15965E+00,2.21630E+02,3.15965E+00,2.37527E+02
3.15941E+00,1.72267E+02,3.20630E+00,1.71834E+02,3.15941E+00,2.22170E+02,3.15941E+00,2.37813E+02
3.15917E+00,1.71740E+02,3.20605E+00,1.73101E+02,3.15917E+00,2.22858E+02,3.15917E+00,2.40216E+02
3.15893E+00,1.71887E+02,3.20580E+00,1.75552E+02,3.15893E+00,2.23781E+02,3.15893E+00,2.39393E+02
3.15869E+00,1.72866E+02,3.20555E+00,1.77304E+02,3.15869E+00,2.25330E+02,3.15869E+00,2.37518E+02
3.15845E+00,1.74064E+02,3.20530E+00,1.77326E+02,3.15845E+00,2.24929E+02,3.15845E+00,2.38842E+02
3.15821E+00,1.75557E+02,3.20506E+00,1.76402E+02,3.15821E+00,2.25382E+02,3.15821E+00,2.39118E+02
3.15797E+00,1.75673E+02,3.20481E+00,1.77027E+02,3.15797E+00,2.24810E+02,3.15797E+00,2.41431E+02
3.15773E+00,1.73788E+02,3.20456E+00,1.79063E+02,3.15773E+00,2.25181E+02,3.15773E+00,2.42437E+02
3.15749E+00,1.74869E+02,3.20431E+00,1.80337E+02,3.15749E+00,2.26807E+02,3.15749E+00,2.40769E+02
3.15725E+00,1.76486E+02,3.20407E+00,1.79439E+02,3.15725E+00,2.27217E+02,3.15725E+00,2.41480E+02
3.15701E+00,1.76874E+02,3.20382E+00,1.79285E+02,3.15701E+00,2.27118E+02,3.15701E+00,2.43732E+02
3.15676E+00,1.76796E+02,3.20357E+00,1.78502E+02,3.15676E+00,2.27482E+02,3.15676E+00,2.44832E+02
3.15652E+00,1.76737E+02,3.20332E+00,1.79255E+02,3.15652E+00,2.29510E+02,3.15652E+00,2.46499E+02
3.15628E+00,1.76919E+02,3.20308E+00,1.80300E+02,3.15628E+00,2.30599E+02,3.15628E+00,2.46640E+02
3.15604E+00,1.78198E+02,3.20283E+00,1.80240E+02,3.15604E+00,2.30134E+02,3.15604E+00,2.45979E+02
3.15580E+00,1.79607E+02,3.20258E+00,1.82273E+02,3.15580E+00,2.30040E+02,3.15580E+00,2.46248E+02
3.15556E+00,1.80574E+02,3.20234E+00,1.83319E+02,3.15556E+00,2.29763E+02,3.15556E+00,2.46109E+02
3.15532E+00,1.81131E+02,3.20209E+00,1.85295E+02,3.15532E+00,2.31050E+02,3.15532E+00,2.45498E+02
3.15508E+00,1.80957E+02,3.20184E+00,1.87475E+02,3.15508E+00,2.31994E+02,3.15508E+00,2.45568E+02
3.15484E+00,1.80544E+02,3.20159E+00,1.87180E+02,3.15484E+00,2.31612E+02,3.15484E+00,2.45439E+02
3.15460E+00,1.80476E+02,3.20135E+00,1.87444E+02,3.15460E+00,2.32956E+02,3.15460E+00,2.45788E+02
3.15437E+00,1.81562E+02,3.20110E+00,1.88122E+02,3.15437E+00,2.34026E+02,3.15437E+00,2.46883E+02
3.15413E+00,1.82081E+02,3.20085E+00,1.87897E+02,3.15413E+00,2.32580E+02,3.15413E+00,2.47357E+02
3.15389E+00,1.83687E+02,3.20061E+00,1.89174E+02,3.15389E+00,2.30153E+02,3.15389E+00,2.47909E+02
3.15364E+00,1.84593E+02,3.20036E+00,1.91003E+02,3.15364E+00,2.30365E+02,3.15364E+00,2.47666E+02
3.15341E+00,1.84779E+02,3.20011E+00,1.90840E+02,3.15341E+00,2.32209E+02,3.15341E+00,2.48565E+02
3.15317E+00,1.83972E+02,3.19986E+00,1.91011E+02,3.15317E+00,2.32786E+02,3.15317E+00,2.49975E+02
3.15293E+00,1.84438E+02,3.19962E+00,1.92144E+02,3.15293E+00,2.33945E+02,3.15293E+00,2.47645E+02
3.15269E+00,1.86141E+02,3.19937E+00,1.91909E+02,3.15269E+00,2.36491E+02,3.15269E+00,2.46632E+02
3.15245E+00,1.86073E+02,3.19912E+00,1.90776E+02,3.15245E+00,2.37522E+02,3.15245E+00,2.49823E+02
3.15221E+00,1.83640E+02,3.19888E+00,1.90366E+02,3.15221E+00,2.36154E+02,3.15221E+00,2.54084E+02
3.15197E+00,1.85034E+02,3.19863E+00,1.90841E+02,3.15197E+00,2.35169E+02,3.15197E+00,2.55852E+02
3.15173E+00,1.88084E+02,3.19838E+00,1.91602E+02,3.15173E+00,2.36365E+02,3.15173E+00,2.53669E+02
3.15149E+00,1.88674E+02,3.19814E+00,1.92650E+02,3.15149E+00,2.37910E+02,3.15149E+00,2.52034E+02
3.15125E+00,1.87407E+02,3.19789E+00,1.93034E+02,3.15125E+00,2.36626E+02,3.15125E+00,2.52945E+02
3.15101E+00,1.86962E+02,3.19765E+00,1.93300E+02,3.15101E+00,2.37122E+02,3.15101E+00,2.54470E+02
3.15077E+00,1.87824E+02,3.19740E+00,1.93327E+02,3.15077E+00,2.38947E+02,3.15077E+00,2.55192E+02
3.15053E+00,1.88844E+02,3.19715E+00,1.93191E+02,3.15053E+00,2.38808E+02,3.15053E+00,2.54972E+02
3.15029E+00,1.87801E+02,3.19691E+00,1.92975E+02,3.15029E+00,2.39255E+02,3.15029E+00,2.55005E+02
3.15005E+00,1.88665E+02,3.19666E+00,1.93564E+02,3.15005E+00,2.40343E+02,3.15005E+00,2.55591E+02
3.14981E+00,1.91580E+02,3.19641E+00,1.94167E+02,3.14981E+00,2.40217E+02,3.14981E+00,2.56640E+02
3.14958E+00,1.91544E+02,3.19617E+00,1.95103E+02,3.14958E+00,2.40846E+02,3.14958E+00,2.57585E+02
3.14934E+00,1.89969E+02,3.19592E+00,1.95973E+02,3.14934E+00,2.43091E+02,3.14934E+00,2.57553E+02
3.14910E+00,1.90829E+02,3.19567E+00,1.95521E+02,3.14910E+00,2.43335E+02,3.14910E+00,2.57249E+02
3.14886E+00,1.92798E+02,3.19543E+00,1.96022E+02,3.14886E+00,2.42112E+02,3.14886E+00,2.57740E+02
3.14862E+00,1.92915E+02,3.19518E+00,1.96816E+02,3.14862E+00,2.41763E+02,3.14862E+00,2.57771E+02
3.14838E+00,1.93555E+02,3.19494E+00,1.98057E+02,3.14838E+00,2.42501E+02,3.14838E+00,2.58789E+02
3.14814E+00,1.93462E+02,3.19469E+00,1.98298E+02,3.14814E+00,2.44635E+02,3.14814E+00,2.59721E+02
3.14790E+00,1.92124E+02,3.19444E+00,1.98487E+02,3.14790E+00,2.45876E+02,3.14790E+00,2.59261E+02
3.14766E+00,1.92590E+02,3.19420E+00,1.99900E+02,3.14766E+00,2.45875E+02,3.14766E+00,2.58401E+02
3.14742E+00,1.94061E+02,3.19395E+00,1.99350E+02,3.14742E+00,2.45107E+02,3.14742E+00,2.58997E+02
3.14719E+00,1.94022E+02,3.19371E+00,1.98324E+02,3.14719E+00,2.45427E+02,3.14719E+00,2.60904E+02
3.14695E+00,1.94395E+02,3.19346E+00,1.99416E+02,3.14695E+00,2.47134E+02,3.14695E+00,2.63565E+02
3.14671E+00,1.96906E+02,3.19322E+00,2.00844E+02,3.14671E+00,2.46739E+02,3.14671E+00,2.63985E+02
3.14647E+00,1.97584E+02,3.19297E+00,2.01293E+02,3.14647E+00,2.45962E+02,3.14647E+00,2.62701E+02
3.14623E+00,1.95342E+02,3.19272E+00,2.01536E+02,3.14623E+00,2.45729E+02,3.14623E+00,2.62721E+02
3.14599E+00,1.96648E+02,3.19248E+00,2.01558E+02,3.14599E+00,2.47191E+02,3.14599E+00,2.62990E+02
3.14575E+00,1.99679E+02,3.19223E+00,2.02186E+02,3.14575E+00,2.47670E+02,3.14575E+00,2.62832E+02
3.14551E+00,1.99973E+02,3.19199E+00,2.01372E+02,3.14551E+00,2.47521E+02,3.14551E+00,2.63198E+02
3.14528E+00,1.99352E+02,3.19174E+00,2.00663E+02,3.14528E+00,2.47824E+02,3.14528E+00,2.62970E+02
3.14504E+00,1.99018E+02,3.19149E+00,2.00410E+02,3.14504E+00,2.48258E+02,3.14504E+00,2.62377E+02
3.14480E+00,1.98568E+02,3.19125E+00,2.01074E+02,3.14480E+00,2.46415E+02,3.14480E+00,2.62503E+02
3.14456E+00,1.99662E+02,3.19100E+00,2.01442E+02,3.14456E+00,2.47302E+02,3.14456E+00,2.62584E+02
3.14432E+00,2.00905E+02,3.19076E+00,2.00966E+02,3.14432E+00,2.50550E+02,3.14432E+00,2.64211E+02
3.14408E+00,1.99736E+02,3.19051E+00,2.01472E+02,3.14408E+00,2.51341E+02,3.14408E+00,2.65542E+02
3.14385E+00,1.98753E+02,3.19027E+00,2.01394E+02,3.14385E+00,2.52172E+02,3.14385E+00,2.66544E+02
3.14361E+00,2.00330E+02,3.19002E+00,2.00340E+02,3.14361E+00,2.53168E+02,3.14361E+00,2.67875E+02
3.14337E+00,2.01425E+02,3.18978E+00,2.00758E+02,3.14337E+00,2.53734E+02,3.14337E+00,2.68544E+02
3.14313E+00,2.01561E+02,3.18953E+00,2.02066E+02,3.14313E+00,2.53977E+02,3.14313E+00,2.68276E+02
3.14289E+00,2.01245E+02,3.18929E+00,2.02881E+02,3.14289E+00,2.54018E+02,3.14289E+00,2.67828E+02
3.14266E+00,2.03919E+02,3.18904E+00,2.02815E+02,3.14266E+00,2.53737E+02,3.14266E+00,2.69491E+02
3.14242E+00,2.05362E+02,3.18880E+00,2.04430E+02,3.14242E+00,2.54699E+02,3.14242E+00,2.71642E+02
3.14218E+00,2.04557E+02,3.18855E+00,2.06057E+02,3.14218E+00,2.54187E+02,3.14218E+00,2.71294E+02
3.14194E+00,2.03533E+02,3.18831E+00,2.07577E+02,3.14194E+00,2.54244E+02,3.14194E+00,2.70177E+02
3.14170E+00,2.03931E+02,3.18806E+00,2.08283E+02,3.14170E+00,2.56152E+02,3.14170E+00,2.69976E+02
3.14147E+00,2.04791E+02,3.18782E+00,2.08094E+02,3.14147E+00,2.56797E+02,3.14147E+00,2.67838E+02
3.14123E+00,2.06896E+02,3.18757E+00,2.08337E+02,3.14123E+00,2.57012E+02,3.14123E+00,2.68907E+02
3.14099E+00,2.08808E+02,3.18733E+00,2.07979E+02,3.14099E+00,2.56099E+02,3.14099E+00,2.73542E+02
3.14075E+00,2.07878E+02,3.18708E+00,2.05844E+02,3.14075E+00,2.55528E+02,3.14075E+00,2.73696E+02
3.14051E+00,2.07726E+02,3.18684E+00,2.04579E+02,3.14051E+00,2.58251E+02,3.14051E+00,2.73756E+02
3.14028E+00,2.08730E+02,3.18659E+00,2.04550E+02,3.14028E+00,2.60071E+02,3.14028E+00,2.74584E+02
3.14004E+00,2.09086E+02,3.18635E+00,2.06533E+02,3.14004E+00,2.60991E+02,3.14004E+00,2.75523E+02
3.13980E+00,2.09270E+02,3.18610E+00,2.08436E+02,3.13980E+00,2.62523E+02,3.13980E+00,2.75773E+02
3.13956E+00,2.09601E+02,3.18586E+00,2.07027E+02,3.13956E+00,2.62861E+02,3.13956E+00,2.75153E+02
3.13933E+00,2.10085E+02,3.18561E+00,2.06248E+02,3.13933E+00,2.60414E+02,3.13933E+00,2.75902E+02
3.13909E+00,2.10227E+02,3.18537E+00,2.06925E+02,3.13909E+00,2.59240E+02,3.13909E+00,2.75585E+02
3.13885E+00,2.09155E+02,3.18512E+00,2.07328E+02,3.13885E+00,2.60011E+02,3.13885E+00,2.74600E+02
3.13861E+00,2.09408E+02,3.18488E+00,2.07295E+02,3.13861E+00,2.60957E+02,3.13861E+00,2.75674E+02
3.13838E+00,2.10430E+02,3.18464E+00,2.06971E+02,3.13838E+00,2.62326E+02,3.13838E+00,2.78218E+02
3.13814E+00,2.11113E+02,3.18439E+00,2.08194E+02,3.13814E+00,2.62312E+02,3.13814E+00,2.78249E+02
3.13790E+00,2.11825E+02,3.18415E+00,2.09075E+02,3.13790E+00,2.62319E+02,3.13790E+00,2.79501E+02
3.13766E+00,2.12543E+02,3.18390E+00,2.09344E+02,3.13766E+00,2.62898E+02,3.13766E+00,2.80441E+02
3.13743E+00,2.12676E+02,3.18366E+00,2.09068E+02,3.13743E+00,2.63232E+02,3.13743E+00,2.80568E+02
3.13719E+00,2.13201E+02,3.18341E+00,2.10654E+02,3.13719E+00,2.64201E+02,3.13719E+00,2.80907E+02
3.13695E+00,2.13507E+02,3.18317E+00,2.11221E+02,3.13695E+00,2.65390E+02,3.13695E+00,2.80086E+02
3.13671E+00,2.14093E+02,3.18292E+00,2.10614E+02,3.13671E+00,2.65360E+02,3.13671E+00,2.79139E+02
3.13648E+00,2.15451E+02,3.18268E+00,2.11135E+02,3.13648E+00,2.65042E+02,3.13648E+00,2.78874E+02
3.13624E+00,2.15993E+02,3.18244E+00,2.11295E+02,3.13624E+00,2.63600E+02,3.13624E+00,2.80821E+02
3.13600E+00,2.16425E+02,3.18219E+00,2.10858E+02,3.13600E+00,2.64861E+02,3.13600E+00,2.82956E+02
3.13577E+00,2.16828E+02,3.18195E+00,2.11720E+02,3.13577E+00,2.66714E+02,3.13577E+00,2.83231E+02
3.13553E+00,2.16479E+02,3.18170E+00,2.13434E+02,3.13553E+00,2.67125E+02,3.13553E+00,2.83859E+02
3.13529E+00,2.17257E+02,3.18146E+00,2.14092E+02,3.13529E+00,2.68527E+02,3.13529E+00,2.84369E+02
3.13506E+00,2.18111E+02,3.18122E+00,2.13212E+02,3.13506E+00,2.69480E+02,3.13506E+00,2.85559E+02
3.13482E+00,2.19589E+02,3.18097E+00,2.12052E+02,3.13482E+00,2.69923E+02,3.13482E+00,2.86717E+02
3.13458E+00,2.19839E+02,3.18073E+00,2.13010E+02,3.13458E+00,2.68535E+02,3.13458E+00,2.85477E+02
3.13435E+00,2.19377E+02,3.18048E+00,2.14107E+02,3.13435E+00,2.68978E+02,3.13435E+00,2.85526E+02
3.13411E+00,2.19861E+02,3.18024E+00,2.13870E+02,3.13411E+00,2.71308E+02,3.13411E+00,2.85723E+02
3.13387E+00,2.21144E+02,3.18000E+00,2.14071E+02,3.13387E+00,2.71079E+02,3.13387E+00,2.85803E+02
3.13363E+00,2.21465E+02,3.17975E+00,2.16725E+02,3.13363E+00,2.70772E+02,3.13363E+00,2.87290E+02
3.13340E+00,2.21827E+02,3.17951E+00,2.18078E+02,3.13340E+00,2.72206E+02,3.13340E+00,2.86335E+02
3.13316E+00,2.22581E+02,3.17927E+00,2.17026E+02,3.13316E+00,2.73079E+02,3.13316E+00,2.87400E+02
3.13292E+00,2.22589E+02,3.17902E+00,2.16861E+02,3.13292E+00,2.72223E+02,3.13292E+00,2.89276E+02
3.13269E+00,2.21929E+02,3.17878E+00,2.15735E+02,3.13269E+00,2.72045E+02,3.13269E+00,2.87889E+02
3.13245E+00,2.22367E+02,3.17853E+00,2.16732E+02,3.13245E+00,2.73051E+02,3.13245E+00,2.88342E+02
3.13221E+00,2.22939E+02,3.17829E+00,2.19016E+02,3.13221E+00,2.73542E+02,3.13221E+00,2.90228E+02
3.13198E+00,2.24917E+02,3.17805E+00,2.17677E+02,3.13198E+00,2.73463E+02,3.13198E+00,2.91451E+02
3.13174E+00,2.26133E+02,3.17780E+00,2.16695E+02,3.13174E+00,2.74167E+02,3.13174E+00,2.91688E+02
