# L um,San 8K ,L um,San 20K ,L um,san carlos 50K,L um,san carlos 100K,L um,san carlos 200K mir&fir,L um,san 292K
1.20241E+01,1.08394E+03,1.27327E+01,3.16470E+02,1.20241E+01,1.15072E+03,1.20241E+01,1.14685E+03,9.36412E+00,1.11203E+03,9.30113E+00,9.41796E+02
1.20206E+01,1.10282E+03,1.27288E+01,3.23504E+02,1.20206E+01,1.16683E+03,1.20206E+01,1.16606E+03,9.35990E+00,1.10656E+03,9.29696E+00,9.39661E+02
1.20171E+01,1.12063E+03,1.27249E+01,3.25797E+02,1.20171E+01,1.18257E+03,1.20171E+01,1.18342E+03,9.35567E+00,1.10235E+03,9.29280E+00,9.37256E+02
1.20136E+01,1.13896E+03,1.27210E+01,3.27857E+02,1.20136E+01,1.20250E+03,1.20136E+01,1.20047E+03,9.35145E+00,1.09680E+03,9.28864E+00,9.34074E+02
1.20101E+01,1.15917E+03,1.27171E+01,3.25748E+02,1.20101E+01,1.22346E+03,1.20101E+01,1.21420E+03,9.34724E+00,1.09108E+03,9.28447E+00,9.31453E+02
1.20067E+01,1.17378E+03,1.27132E+01,3.23520E+02,1.20067E+01,1.23815E+03,1.20067E+01,1.22855E+03,9.34303E+00,1.08599E+03,9.28032E+00,9.30221E+02
1.20032E+01,1.19145E+03,1.27093E+01,3.23658E+02,1.20032E+01,1.26056E+03,1.20032E+01,1.24779E+03,9.33882E+00,1.08222E+03,9.27617E+00,9.27854E+02
1.19997E+01,1.21894E+03,1.27054E+01,3.19446E+02,1.19997E+01,1.28526E+03,1.19997E+01,1.26761E+03,9.33462E+00,1.07752E+03,9.27203E+00,9.24389E+02
1.19963E+01,1.24405E+03,1.27015E+01,3.23464E+02,1.19963E+01,1.30533E+03,1.19963E+01,1.29358E+03,9.33042E+00,1.07297E+03,9.26788E+00,9.20512E+02
1.19928E+01,1.25769E+03,1.26976E+01,3.25050E+02,1.19928E+01,1.31609E+03,1.19928E+01,1.32131E+03,9.32623E+00,1.06758E+03,9.26375E+00,9.17867E+02
1.19893E+01,1.27806E+03,1.26937E+01,3.30297E+02,1.19893E+01,1.33199E+03,1.19893E+01,1.33470E+03,9.32204E+00,1.06240E+03,9.25961E+00,9.16077E+02
1.19859E+01,1.30826E+03,1.26898E+01,3.25953E+02,1.19859E+01,1.37098E+03,1.19859E+01,1.34271E+03,9.31785E+00,1.05811E+03,9.25548E+00,9.15558E+02
1.19824E+01,1.32739E+03,1.26859E+01,3.24191E+02,1.19824E+01,1.39483E+03,1.19824E+01,1.36092E+03,9.31366E+00,1.05443E+03,9.25135E+00,9.13992E+02
1.19789E+01,1.34679E+03,1.26821E+01,3.26019E+02,1.19789E+01,1.41684E+03,1.19789E+01,1.39543E+03,9.30948E+00,1.05107E+03,9.24722E+00,9.11682E+02
1.19755E+01,1.36721E+03,1.26782E+01,3.34272E+02,1.19755E+01,1.44349E+03,1.19755E+01,1.42537E+03,9.30530E+00,1.05031E+03,9.24310E+00,9.09441E+02
1.19720E+01,1.39469E+03,1.26743E+01,3.38324E+02,1.19720E+01,1.46663E+03,1.19720E+01,1.45114E+03,9.30113E+00,1.04864E+03,9.23898E+00,9.07816E+02
1.19686E+01,1.42353E+03,1.26704E+01,3.30057E+02,1.19686E+01,1.48898E+03,1.19686E+01,1.47487E+03,9.29696E+00,1.04584E+03,9.23487E+00,9.06780E+02
1.19651E+01,1.45010E+03,1.26666E+01,3.35754E+02,1.19651E+01,1.51418E+03,1.19651E+01,1.49936E+03,9.29280E+00,1.04114E+03,9.23076E+00,9.05754E+02
1.19617E+01,1.47643E+03,1.26627E+01,3.39431E+02,1.19617E+01,1.54245E+03,1.19617E+01,1.52561E+03,9.28864E+00,1.03665E+03,9.22666E+00,9.03346E+02
1.19582E+01,1.50288E+03,1.26588E+01,3.40817E+02,1.19582E+01,1.57188E+03,1.19582E+01,1.55810E+03,9.28447E+00,1.03275E+03,9.22256E+00,9.01719E+02
1.19548E+01,1.52904E+03,1.26550E+01,3.38724E+02,1.19548E+01,1.59513E+03,1.19548E+01,1.58684E+03,9.28032E+00,1.02980E+03,9.21845E+00,9.00100E+02
1.19513E+01,1.55181E+03,1.26511E+01,3.38541E+02,1.19513E+01,1.61941E+03,1.19513E+01,1.61008E+03,9.27617E+00,1.02911E+03,9.21436E+00,8.98502E+02
1.19479E+01,1.58041E+03,1.26473E+01,3.44426E+02,1.19479E+01,1.64745E+03,1.19479E+01,1.63562E+03,9.27203E+00,1.02752E+03,9.21027E+00,8.96706E+02
1.19444E+01,1.61268E+03,1.26434E+01,3.44812E+02,1.19444E+01,1.66966E+03,1.19444E+01,1.66176E+03,9.26788E+00,1.02502E+03,9.20618E+00,8.95745E+02
1.19410E+01,1.64121E+03,1.26396E+01,3.48052E+02,1.19410E+01,1.69704E+03,1.19410E+01,1.69008E+03,9.26375E+00,1.02329E+03,9.20210E+00,8.95117E+02
1.19376E+01,1.66012E+03,1.26357E+01,3.45936E+02,1.19376E+01,1.72425E+03,1.19376E+01,1.70986E+03,9.25961E+00,1.02167E+03,9.19802E+00,8.93925E+02
1.19341E+01,1.67561E+03,1.26319E+01,3.50844E+02,1.19341E+01,1.75251E+03,1.19341E+01,1.72972E+03,9.25548E+00,1.02050E+03,9.19394E+00,8.91372E+02
1.19307E+01,1.69662E+03,1.26280E+01,3.49004E+02,1.19307E+01,1.77529E+03,1.19307E+01,1.75228E+03,9.25135E+00,1.01955E+03,9.18987E+00,8.88716E+02
1.19273E+01,1.72321E+03,1.26242E+01,3.50471E+02,1.19273E+01,1.79010E+03,1.19273E+01,1.77246E+03,9.24722E+00,1.01755E+03,9.18580E+00,8.85523E+02
1.19238E+01,1.74497E+03,1.26203E+01,3.52100E+02,1.19238E+01,1.80220E+03,1.19238E+01,1.80001E+03,9.24310E+00,1.01588E+03,9.18172E+00,8.83085E+02
1.19204E+01,1.76608E+03,1.26165E+01,3.52443E+02,1.19204E+01,1.81546E+03,1.19204E+01,1.82890E+03,9.23898E+00,1.01355E+03,9.17766E+00,8.80949E+02
1.19170E+01,1.78632E+03,1.26127E+01,3.56127E+02,1.19170E+01,1.84168E+03,1.19170E+01,1.83348E+03,9.23487E+00,1.01182E+03,9.17360E+00,8.77670E+02
1.19136E+01,1.79573E+03,1.26088E+01,3.50697E+02,1.19136E+01,1.86681E+03,1.19136E+01,1.83562E+03,9.23076E+00,1.00879E+03,9.16955E+00,8.73261E+02
1.19101E+01,1.81157E+03,1.26050E+01,3.55667E+02,1.19101E+01,1.88153E+03,1.19101E+01,1.84788E+03,9.22666E+00,1.00703E+03,9.16550E+00,8.68970E+02
1.19067E+01,1.82896E+03,1.26012E+01,3.60365E+02,1.19067E+01,1.88542E+03,1.19067E+01,1.86638E+03,9.22256E+00,1.00729E+03,9.16145E+00,8.64268E+02
1.19033E+01,1.83690E+03,1.25973E+01,3.65603E+02,1.19033E+01,1.89284E+03,1.19033E+01,1.87472E+03,9.21845E+00,1.00786E+03,9.15741E+00,8.60289E+02
1.18999E+01,1.84226E+03,1.25935E+01,3.62802E+02,1.18999E+01,1.89587E+03,1.18999E+01,1.87706E+03,9.21436E+00,1.00857E+03,9.15336E+00,8.55744E+02
1.18965E+01,1.84601E+03,1.25897E+01,3.60864E+02,1.18965E+01,1.89806E+03,1.18965E+01,1.87749E+03,9.21027E+00,1.00833E+03,9.14932E+00,8.50156E+02
1.18931E+01,1.84427E+03,1.25859E+01,3.65092E+02,1.18931E+01,1.90342E+03,1.18931E+01,1.87933E+03,9.20618E+00,1.00741E+03,9.14529E+00,8.43842E+02
1.18897E+01,1.84113E+03,1.25821E+01,3.63706E+02,1.18897E+01,1.89912E+03,1.18897E+01,1.87738E+03,9.20210E+00,1.00572E+03,9.14126E+00,8.37570E+02
1.18863E+01,1.83998E+03,1.25782E+01,3.70594E+02,1.18863E+01,1.89482E+03,1.18863E+01,1.87370E+03,9.19802E+00,1.00340E+03,9.13723E+00,8.31030E+02
1.18829E+01,1.83034E+03,1.25744E+01,3.68225E+02,1.18829E+01,1.88890E+03,1.18829E+01,1.86339E+03,9.19394E+00,1.00146E+03,9.13321E+00,8.24234E+02
1.18795E+01,1.81903E+03,1.25706E+01,3.72816E+02,1.18795E+01,1.88430E+03,1.18795E+01,1.85425E+03,9.18987E+00,1.00038E+03,9.12919E+00,8.17465E+02
1.18761E+01,1.80686E+03,1.25668E+01,3.79296E+02,1.18761E+01,1.87091E+03,1.18761E+01,1.84755E+03,9.18580E+00,9.98954E+02,9.12518E+00,8.10331E+02
1.18727E+01,1.79186E+03,1.25630E+01,3.86273E+02,1.18727E+01,1.85293E+03,1.18727E+01,1.82852E+03,9.18172E+00,9.97362E+02,9.12117E+00,8.03167E+02
1.18693E+01,1.77328E+03,1.25592E+01,3.86347E+02,1.18693E+01,1.83864E+03,1.18693E+01,1.81237E+03,9.17766E+00,9.95121E+02,9.11715E+00,7.96457E+02
1.18659E+01,1.75539E+03,1.25554E+01,3.85522E+02,1.18659E+01,1.82173E+03,1.18659E+01,1.79930E+03,9.17360E+00,9.91830E+02,9.11315E+00,7.89507E+02
1.18625E+01,1.73735E+03,1.25516E+01,3.91902E+02,1.18625E+01,1.80333E+03,1.18625E+01,1.78460E+03,9.16955E+00,9.89330E+02,9.10914E+00,7.82707E+02
1.18591E+01,1.71041E+03,1.25478E+01,3.87717E+02,1.18591E+01,1.77863E+03,1.18591E+01,1.75646E+03,9.16550E+00,9.86704E+02,9.10515E+00,7.75576E+02
1.18557E+01,1.69067E+03,1.25440E+01,3.93884E+02,1.18557E+01,1.76776E+03,1.18557E+01,1.73351E+03,9.16145E+00,9.83463E+02,9.10115E+00,7.67991E+02
1.18523E+01,1.66593E+03,1.25402E+01,3.95000E+02,1.18523E+01,1.74979E+03,1.18523E+01,1.72107E+03,9.15741E+00,9.79887E+02,9.09716E+00,7.60011E+02
1.18489E+01,1.63608E+03,1.25364E+01,3.97253E+02,1.18489E+01,1.72080E+03,1.18489E+01,1.69814E+03,9.15336E+00,9.75888E+02,9.09317E+00,7.52243E+02
1.18455E+01,1.61528E+03,1.25326E+01,4.04869E+02,1.18455E+01,1.68738E+03,1.18455E+01,1.67663E+03,9.14932E+00,9.69860E+02,9.08919E+00,7.45717E+02
1.18422E+01,1.59879E+03,1.25289E+01,4.07362E+02,1.18422E+01,1.65456E+03,1.18422E+01,1.65435E+03,9.14529E+00,9.62950E+02,9.08520E+00,7.39272E+02
1.18388E+01,1.57576E+03,1.25251E+01,4.06268E+02,1.18388E+01,1.63373E+03,1.18388E+01,1.62978E+03,9.14126E+00,9.55439E+02,9.08123E+00,7.32192E+02
1.18354E+01,1.55402E+03,1.25213E+01,4.03834E+02,1.18354E+01,1.62053E+03,1.18354E+01,1.60060E+03,9.13723E+00,9.49623E+02,9.07725E+00,7.26313E+02
1.18320E+01,1.54027E+03,1.25175E+01,4.10004E+02,1.18320E+01,1.60322E+03,1.18320E+01,1.58049E+03,9.13321E+00,9.43996E+02,9.07328E+00,7.20726E+02
1.18286E+01,1.51906E+03,1.25137E+01,4.06894E+02,1.18286E+01,1.57849E+03,1.18286E+01,1.56444E+03,9.12919E+00,9.36885E+02,9.06932E+00,7.15646E+02
1.18253E+01,1.50138E+03,1.25100E+01,4.09282E+02,1.18253E+01,1.55849E+03,1.18253E+01,1.54161E+03,9.12518E+00,9.29018E+02,9.06535E+00,7.09801E+02
1.18219E+01,1.48714E+03,1.25062E+01,4.08496E+02,1.18219E+01,1.54295E+03,1.18219E+01,1.51988E+03,9.12117E+00,9.22744E+02,9.06139E+00,7.03937E+02
1.18185E+01,1.46945E+03,1.25024E+01,4.12166E+02,1.18185E+01,1.52362E+03,1.18185E+01,1.49818E+03,9.11715E+00,9.15117E+02,9.05744E+00,6.97240E+02
1.18152E+01,1.45590E+03,1.24987E+01,4.15672E+02,1.18152E+01,1.50971E+03,1.18152E+01,1.48797E+03,9.11315E+00,9.05048E+02,9.05348E+00,6.90793E+02
1.18118E+01,1.44223E+03,1.24949E+01,4.13881E+02,1.18118E+01,1.50070E+03,1.18118E+01,1.47773E+03,9.10914E+00,8.97738E+02,9.04953E+00,6.84726E+02
1.18084E+01,1.42929E+03,1.24911E+01,4.21533E+02,1.18084E+01,1.49109E+03,1.18084E+01,1.47045E+03,9.10515E+00,8.89830E+02,9.04558E+00,6.78540E+02
1.18051E+01,1.41148E+03,1.24874E+01,4.22038E+02,1.18051E+01,1.47367E+03,1.18051E+01,1.46300E+03,9.10115E+00,8.80991E+02,9.04164E+00,6.72499E+02
1.18017E+01,1.40347E+03,1.24836E+01,4.26588E+02,1.18017E+01,1.46002E+03,1.18017E+01,1.45872E+03,9.09716E+00,8.72634E+02,9.03770E+00,6.67010E+02
1.17984E+01,1.39749E+03,1.24799E+01,4.27724E+02,1.17984E+01,1.45404E+03,1.17984E+01,1.45197E+03,9.09317E+00,8.65362E+02,9.03377E+00,6.62302E+02
1.17950E+01,1.39342E+03,1.24761E+01,4.33674E+02,1.17950E+01,1.45066E+03,1.17950E+01,1.44262E+03,9.08919E+00,8.57673E+02,9.02983E+00,6.58498E+02
1.17917E+01,1.38874E+03,1.24724E+01,4.40584E+02,1.17917E+01,1.44850E+03,1.17917E+01,1.43927E+03,9.08520E+00,8.50206E+02,9.02591E+00,6.54401E+02
1.17883E+01,1.38289E+03,1.24686E+01,4.38932E+02,1.17883E+01,1.44052E+03,1.17883E+01,1.43242E+03,9.08123E+00,8.43701E+02,9.02197E+00,6.49973E+02
1.17850E+01,1.37986E+03,1.24649E+01,4.42110E+02,1.17850E+01,1.43984E+03,1.17850E+01,1.43037E+03,9.07725E+00,8.37106E+02,9.01805E+00,6.45723E+02
1.17816E+01,1.37289E+03,1.24611E+01,4.40891E+02,1.17816E+01,1.44049E+03,1.17816E+01,1.43540E+03,9.07328E+00,8.30482E+02,9.01413E+00,6.42710E+02
1.17783E+01,1.37522E+03,1.24574E+01,4.46660E+02,1.17783E+01,1.44030E+03,1.17783E+01,1.43535E+03,9.06932E+00,8.24324E+02,9.01022E+00,6.38760E+02
1.17749E+01,1.37500E+03,1.24536E+01,4.42109E+02,1.17749E+01,1.44578E+03,1.17749E+01,1.42998E+03,9.06535E+00,8.18295E+02,9.00631E+00,6.33268E+02
1.17716E+01,1.37708E+03,1.24499E+01,4.44792E+02,1.17716E+01,1.45317E+03,1.17716E+01,1.43025E+03,9.06139E+00,8.11619E+02,9.00240E+00,6.28231E+02
1.17682E+01,1.38255E+03,1.24462E+01,4.53157E+02,1.17682E+01,1.45234E+03,1.17682E+01,1.43903E+03,9.05744E+00,8.05148E+02,8.99849E+00,6.23221E+02
1.17649E+01,1.38248E+03,1.24424E+01,4.51930E+02,1.17649E+01,1.44937E+03,1.17649E+01,1.43809E+03,9.05348E+00,7.98417E+02,8.99459E+00,6.17884E+02
1.17616E+01,1.38782E+03,1.24387E+01,4.49749E+02,1.17616E+01,1.45570E+03,1.17616E+01,1.44266E+03,9.04953E+00,7.91546E+02,8.99069E+00,6.13107E+02
1.17582E+01,1.39124E+03,1.24350E+01,4.47305E+02,1.17582E+01,1.45743E+03,1.17582E+01,1.44562E+03,9.04558E+00,7.86912E+02,8.98679E+00,6.08803E+02
1.17549E+01,1.40177E+03,1.24312E+01,4.54669E+02,1.17549E+01,1.46372E+03,1.17549E+01,1.45114E+03,9.04164E+00,7.81839E+02,8.98290E+00,6.05345E+02
1.17516E+01,1.40988E+03,1.24275E+01,4.54267E+02,1.17516E+01,1.46917E+03,1.17516E+01,1.45913E+03,9.03770E+00,7.75473E+02,8.97901E+00,6.01605E+02
1.17482E+01,1.41937E+03,1.24238E+01,4.56578E+02,1.17482E+01,1.47711E+03,1.17482E+01,1.46527E+03,9.03377E+00,7.69649E+02,8.97513E+00,5.98557E+02
1.17449E+01,1.42702E+03,1.24201E+01,4.56009E+02,1.17449E+01,1.48744E+03,1.17449E+01,1.47316E+03,9.02983E+00,7.65021E+02,8.97125E+00,5.95537E+02
1.17416E+01,1.43669E+03,1.24164E+01,4.55779E+02,1.17416E+01,1.49125E+03,1.17416E+01,1.47639E+03,9.02591E+00,7.60804E+02,8.96737E+00,5.91758E+02
1.17383E+01,1.44436E+03,1.24126E+01,4.60724E+02,1.17383E+01,1.50320E+03,1.17383E+01,1.49176E+03,9.02197E+00,7.56155E+02,8.96350E+00,5.87400E+02
1.17350E+01,1.44611E+03,1.24089E+01,4.62576E+02,1.17350E+01,1.50647E+03,1.17350E+01,1.49888E+03,9.01805E+00,7.51299E+02,8.95962E+00,5.82308E+02
1.17316E+01,1.45825E+03,1.24052E+01,4.67654E+02,1.17316E+01,1.51741E+03,1.17316E+01,1.50736E+03,9.01413E+00,7.45825E+02,8.95575E+00,5.76878E+02
1.17283E+01,1.46842E+03,1.24015E+01,4.66157E+02,1.17283E+01,1.52909E+03,1.17283E+01,1.51480E+03,9.01022E+00,7.40841E+02,8.95189E+00,5.72628E+02
1.17250E+01,1.47969E+03,1.23978E+01,4.78129E+02,1.17250E+01,1.53744E+03,1.17250E+01,1.52768E+03,9.00631E+00,7.35410E+02,8.94803E+00,5.69058E+02
1.17217E+01,1.49125E+03,1.23941E+01,4.77804E+02,1.17217E+01,1.54705E+03,1.17217E+01,1.54096E+03,9.00240E+00,7.29642E+02,8.94417E+00,5.65149E+02
1.17184E+01,1.50059E+03,1.23904E+01,4.79234E+02,1.17184E+01,1.56378E+03,1.17184E+01,1.54875E+03,8.99849E+00,7.25443E+02,8.94031E+00,5.61912E+02
1.17151E+01,1.50851E+03,1.23867E+01,4.84303E+02,1.17151E+01,1.58516E+03,1.17151E+01,1.57217E+03,8.99459E+00,7.21852E+02,8.93646E+00,5.58977E+02
1.17118E+01,1.51814E+03,1.23830E+01,4.90904E+02,1.17118E+01,1.59276E+03,1.17118E+01,1.58745E+03,8.99069E+00,7.17683E+02,8.93262E+00,5.55702E+02
1.17085E+01,1.52888E+03,1.23793E+01,4.96917E+02,1.17085E+01,1.59641E+03,1.17085E+01,1.59098E+03,8.98679E+00,7.15170E+02,8.92876E+00,5.51932E+02
1.17052E+01,1.53614E+03,1.23756E+01,4.94047E+02,1.17052E+01,1.60239E+03,1.17052E+01,1.58592E+03,8.98290E+00,7.12427E+02,8.92492E+00,5.49028E+02
1.17018E+01,1.54930E+03,1.23719E+01,4.97724E+02,1.17018E+01,1.61669E+03,1.17018E+01,1.59608E+03,8.97901E+00,7.07275E+02,8.92108E+00,5.47108E+02
1.16985E+01,1.56278E+03,1.23682E+01,4.98360E+02,1.16985E+01,1.63189E+03,1.16985E+01,1.61753E+03,8.97513E+00,7.02937E+02,8.91725E+00,5.43745E+02
1.16952E+01,1.57611E+03,1.23645E+01,5.00001E+02,1.16952E+01,1.64152E+03,1.16952E+01,1.62879E+03,8.97125E+00,6.99250E+02,8.91342E+00,5.39622E+02
1.16920E+01,1.59112E+03,1.23609E+01,4.97829E+02,1.16920E+01,1.65394E+03,1.16920E+01,1.64279E+03,8.96737E+00,6.94592E+02,8.90959E+00,5.35576E+02
1.16887E+01,1.60182E+03,1.23572E+01,4.98226E+02,1.16887E+01,1.66199E+03,1.16887E+01,1.65848E+03,8.96350E+00,6.89622E+02,8.90577E+00,5.30960E+02
1.16854E+01,1.61609E+03,1.23535E+01,5.04605E+02,1.16854E+01,1.67731E+03,1.16854E+01,1.67047E+03,8.95962E+00,6.85379E+02,8.90195E+00,5.25816E+02
1.16821E+01,1.62746E+03,1.23498E+01,5.00164E+02,1.16821E+01,1.69037E+03,1.16821E+01,1.67376E+03,8.95575E+00,6.80940E+02,8.89812E+00,5.21607E+02
1.16788E+01,1.64555E+03,1.23461E+01,5.03479E+02,1.16788E+01,1.70774E+03,1.16788E+01,1.68848E+03,8.95189E+00,6.77151E+02,8.89430E+00,5.18252E+02
1.16755E+01,1.65719E+03,1.23425E+01,5.03047E+02,1.16755E+01,1.71796E+03,1.16755E+01,1.70317E+03,8.94803E+00,6.73190E+02,8.89049E+00,5.16063E+02
1.16722E+01,1.66956E+03,1.23388E+01,5.11271E+02,1.16722E+01,1.73038E+03,1.16722E+01,1.71015E+03,8.94417E+00,6.68204E+02,8.88668E+00,5.13531E+02
1.16689E+01,1.68290E+03,1.23351E+01,5.15101E+02,1.16689E+01,1.74590E+03,1.16689E+01,1.72325E+03,8.94031E+00,6.64943E+02,8.88288E+00,5.10606E+02
1.16657E+01,1.69545E+03,1.23315E+01,5.16896E+02,1.16657E+01,1.75495E+03,1.16657E+01,1.73124E+03,8.93646E+00,6.62524E+02,8.87908E+00,5.07687E+02
1.16624E+01,1.71078E+03,1.23278E+01,5.19020E+02,1.16624E+01,1.76965E+03,1.16624E+01,1.74957E+03,8.93262E+00,6.59998E+02,8.87528E+00,5.05369E+02
1.16591E+01,1.72099E+03,1.23241E+01,5.23511E+02,1.16591E+01,1.78004E+03,1.16591E+01,1.76251E+03,8.92876E+00,6.56700E+02,8.87149E+00,5.02288E+02
1.16558E+01,1.73772E+03,1.23205E+01,5.28821E+02,1.16558E+01,1.79595E+03,1.16558E+01,1.77803E+03,8.92492E+00,6.52224E+02,8.86769E+00,4.98476E+02
1.16525E+01,1.74697E+03,1.23168E+01,5.28211E+02,1.16525E+01,1.80843E+03,1.16525E+01,1.79402E+03,8.92108E+00,6.47422E+02,8.86390E+00,4.93652E+02
1.16493E+01,1.76672E+03,1.23132E+01,5.33766E+02,1.16493E+01,1.81921E+03,1.16493E+01,1.81008E+03,8.91725E+00,6.42795E+02,8.86011E+00,4.89416E+02
1.16460E+01,1.78606E+03,1.23095E+01,5.34363E+02,1.16460E+01,1.83123E+03,1.16460E+01,1.82301E+03,8.91342E+00,6.38891E+02,8.85633E+00,4.84943E+02
1.16427E+01,1.79928E+03,1.23059E+01,5.45457E+02,1.16427E+01,1.84233E+03,1.16427E+01,1.83865E+03,8.90959E+00,6.33970E+02,8.85255E+00,4.80423E+02
1.16395E+01,1.81555E+03,1.23022E+01,5.55059E+02,1.16395E+01,1.87513E+03,1.16395E+01,1.86343E+03,8.90577E+00,6.30537E+02,8.84877E+00,4.77560E+02
1.16362E+01,1.82460E+03,1.22986E+01,5.57933E+02,1.16362E+01,1.89400E+03,1.16362E+01,1.87534E+03,8.90195E+00,6.28811E+02,8.84500E+00,4.74855E+02
1.16329E+01,1.83841E+03,1.22949E+01,5.66263E+02,1.16329E+01,1.90577E+03,1.16329E+01,1.89087E+03,8.89812E+00,6.25752E+02,8.84123E+00,4.72632E+02
1.16297E+01,1.84989E+03,1.22913E+01,5.64646E+02,1.16297E+01,1.91332E+03,1.16297E+01,1.89391E+03,8.89430E+00,6.21816E+02,8.83746E+00,4.70494E+02
1.16264E+01,1.87013E+03,1.22876E+01,5.67095E+02,1.16264E+01,1.93186E+03,1.16264E+01,1.90547E+03,8.89049E+00,6.18893E+02,8.83370E+00,4.68348E+02
1.16232E+01,1.88426E+03,1.22840E+01,5.69189E+02,1.16232E+01,1.94994E+03,1.16232E+01,1.93096E+03,8.88668E+00,6.15485E+02,8.82994E+00,4.66304E+02
1.16199E+01,1.90306E+03,1.22804E+01,5.77631E+02,1.16199E+01,1.96194E+03,1.16199E+01,1.94875E+03,8.88288E+00,6.12469E+02,8.82618E+00,4.63301E+02
1.16166E+01,1.92551E+03,1.22767E+01,5.76660E+02,1.16166E+01,1.97861E+03,1.16166E+01,1.97105E+03,8.87908E+00,6.10403E+02,8.82243E+00,4.59556E+02
1.16134E+01,1.94295E+03,1.22731E+01,5.75230E+02,1.16134E+01,1.99539E+03,1.16134E+01,1.98527E+03,8.87528E+00,6.07214E+02,8.81868E+00,4.55747E+02
1.16101E+01,1.96191E+03,1.22695E+01,5.80877E+02,1.16101E+01,2.02106E+03,1.16101E+01,2.00300E+03,8.87149E+00,6.01535E+02,8.81493E+00,4.51727E+02
1.16069E+01,1.97395E+03,1.22658E+01,5.85299E+02,1.16069E+01,2.03818E+03,1.16069E+01,2.01799E+03,8.86769E+00,5.96584E+02,8.81119E+00,4.47499E+02
1.16037E+01,1.99693E+03,1.22622E+01,5.91655E+02,1.16037E+01,2.05570E+03,1.16037E+01,2.03540E+03,8.86390E+00,5.93486E+02,8.80744E+00,4.43864E+02
1.16004E+01,2.01595E+03,1.22586E+01,5.88471E+02,1.16004E+01,2.07331E+03,1.16004E+01,2.05690E+03,8.86011E+00,5.90987E+02,8.80370E+00,4.40481E+02
1.15972E+01,2.04053E+03,1.22550E+01,5.91303E+02,1.15972E+01,2.09492E+03,1.15972E+01,2.07344E+03,8.85633E+00,5.88094E+02,8.79997E+00,4.37903E+02
1.15939E+01,2.05947E+03,1.22513E+01,5.92366E+02,1.15939E+01,2.11765E+03,1.15939E+01,2.09636E+03,8.85255E+00,5.85215E+02,8.79624E+00,4.35650E+02
1.15907E+01,2.07479E+03,1.22477E+01,5.92405E+02,1.15907E+01,2.13960E+03,1.15907E+01,2.11676E+03,8.84877E+00,5.82877E+02,8.79251E+00,4.34157E+02
1.15874E+01,2.09989E+03,1.22441E+01,5.96819E+02,1.15874E+01,2.17080E+03,1.15874E+01,2.14058E+03,8.84500E+00,5.79208E+02,8.78878E+00,4.32590E+02
1.15842E+01,2.11849E+03,1.22405E+01,6.04659E+02,1.15842E+01,2.18766E+03,1.15842E+01,2.15690E+03,8.84123E+00,5.75255E+02,8.78506E+00,4.30759E+02
1.15810E+01,2.14629E+03,1.22369E+01,6.14931E+02,1.15810E+01,2.21588E+03,1.15810E+01,2.18196E+03,8.83746E+00,5.71860E+02,8.78134E+00,4.28321E+02
1.15777E+01,2.17131E+03,1.22333E+01,6.17940E+02,1.15777E+01,2.24041E+03,1.15777E+01,2.21116E+03,8.83370E+00,5.67807E+02,8.77763E+00,4.24656E+02
1.15745E+01,2.19464E+03,1.22297E+01,6.27194E+02,1.15745E+01,2.26606E+03,1.15745E+01,2.24083E+03,8.82994E+00,5.63312E+02,8.77391E+00,4.20937E+02
1.15713E+01,2.21555E+03,1.22261E+01,6.28243E+02,1.15713E+01,2.29213E+03,1.15713E+01,2.27145E+03,8.82618E+00,5.59568E+02,8.77020E+00,4.18163E+02
1.15681E+01,2.24178E+03,1.22225E+01,6.33174E+02,1.15681E+01,2.30656E+03,1.15681E+01,2.28565E+03,8.82243E+00,5.57087E+02,8.76649E+00,4.15090E+02
1.15648E+01,2.26285E+03,1.22189E+01,6.39610E+02,1.15648E+01,2.32184E+03,1.15648E+01,2.30111E+03,8.81868E+00,5.53661E+02,8.76279E+00,4.11856E+02
1.15616E+01,2.27929E+03,1.22153E+01,6.44704E+02,1.15616E+01,2.34167E+03,1.15616E+01,2.31784E+03,8.81493E+00,5.49848E+02,8.75909E+00,4.09545E+02
1.15584E+01,2.31355E+03,1.22117E+01,6.48185E+02,1.15584E+01,2.37722E+03,1.15584E+01,2.35312E+03,8.81119E+00,5.46996E+02,8.75539E+00,4.07535E+02
1.15552E+01,2.34054E+03,1.22081E+01,6.55182E+02,1.15552E+01,2.40373E+03,1.15552E+01,2.38230E+03,8.80744E+00,5.44200E+02,8.75170E+00,4.04966E+02
1.15520E+01,2.36747E+03,1.22045E+01,6.63547E+02,1.15520E+01,2.42874E+03,1.15520E+01,2.40875E+03,8.80370E+00,5.42177E+02,8.74800E+00,4.03706E+02
1.15487E+01,2.39366E+03,1.22009E+01,6.65582E+02,1.15487E+01,2.45291E+03,1.15487E+01,2.44023E+03,8.79997E+00,5.39372E+02,8.74432E+00,4.02498E+02
1.15455E+01,2.42428E+03,1.21973E+01,6.74806E+02,1.15455E+01,2.48501E+03,1.15455E+01,2.46530E+03,8.79624E+00,5.35945E+02,8.74063E+00,4.01090E+02
1.15423E+01,2.45791E+03,1.21937E+01,6.80818E+02,1.15423E+01,2.52123E+03,1.15423E+01,2.49380E+03,8.79251E+00,5.32441E+02,8.73695E+00,3.98670E+02
